Subsystem;Name;VID;DataType;VariableType;Unit;Description;HOST Changeable
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel4 SpecialFunction;9002147;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel5 DataUnit;9002148;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel5 Gain;9002149;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel5 Offset;9002150;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel5 SpecialFunction;9002151;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel6 DataUnit;9002152;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel6 Gain;9002153;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel6 Offset;9002154;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel6 SpecialFunction;9002155;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel7 DataUnit;9002156;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel7 Gain;9002157;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel7 Offset;9002158;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel7 SpecialFunction;9002159;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel8 DataUnit;9002160;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel8 Gain;9002161;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel8 Offset;9002162;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;AnalogInputChannel8 SpecialFunction;9002163;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1169 PP2-BAYD-EAM-CA-A12 EL3068;ModuleAssignment;9002164;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel1 DataUnit;9002165;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel1 Gain;9002166;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel1 Offset;9002167;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel1 SpecialFunction;9002168;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel2 DataUnit;9002169;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel2 Gain;9002170;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel2 Offset;9002171;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel2 SpecialFunction;9002172;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel3 DataUnit;9002173;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel3 Gain;9002174;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel3 Offset;9002175;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel3 SpecialFunction;9002176;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel4 DataUnit;9002177;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel4 Gain;9002178;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel4 Offset;9002179;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel4 SpecialFunction;9002180;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel5 DataUnit;9002181;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel5 Gain;9002182;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel5 Offset;9002183;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel5 SpecialFunction;9002184;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel6 DataUnit;9002185;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel6 Gain;9002186;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel6 Offset;9002187;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel6 SpecialFunction;9002188;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel7 DataUnit;9002189;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel7 Gain;9002190;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel7 Offset;9002191;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel7 SpecialFunction;9002192;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel8 DataUnit;9002193;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel8 Gain;9002194;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel8 Offset;9002195;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;AnalogInputChannel8 SpecialFunction;9002196;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1170 PP2-BAYD-EAM-CA-A14 EL3068;ModuleAssignment;9002197;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel1 DataUnit;9002198;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel1 Gain;9002199;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel1 Offset;9002200;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel1 SpecialFunction;9002201;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel2 DataUnit;9002202;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel2 Gain;9002203;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel2 Offset;9002204;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel2 SpecialFunction;9002205;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel3 DataUnit;9002206;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel3 Gain;9002207;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel3 Offset;9002208;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel3 SpecialFunction;9002209;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel4 DataUnit;9002210;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel4 Gain;9002211;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel4 Offset;9002212;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel4 SpecialFunction;9002213;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel5 DataUnit;9002214;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel5 Gain;9002215;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel5 Offset;9002216;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel5 SpecialFunction;9002217;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel6 DataUnit;9002218;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel6 Gain;9002219;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel6 Offset;9002220;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel6 SpecialFunction;9002221;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel7 DataUnit;9002222;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel7 Gain;9002223;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel7 Offset;9002224;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel7 SpecialFunction;9002225;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel8 DataUnit;9002226;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel8 Gain;9002227;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel8 Offset;9002228;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;AnalogInputChannel8 SpecialFunction;9002229;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1171 PP2-BAYD-EAM-CA-A16 EL3068;ModuleAssignment;9002230;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 Connection_Technology;9002231;I8;EquipmentConstant;;Connection Technology;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 DataUnit;9002232;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 EnableFilter;9002233;Boolean;EquipmentConstant;;Enable filter for input;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 Filtertype;9002234;I8;EquipmentConstant;;Filter type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 Gain;9002235;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 Offset;9002236;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 Presentation;9002237;I8;EquipmentConstant;;Presentation selection;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 RTD_Element;9002238;I8;EquipmentConstant;;Sensor type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel1 SpecialFunction;9002239;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 Connection_Technology;9002240;I8;EquipmentConstant;;Connection Technology;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 DataUnit;9002241;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 EnableFilter;9002242;Boolean;EquipmentConstant;;Enable filter for input;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 Filtertype;9002243;I8;EquipmentConstant;;Filter type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 Gain;9002244;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 Offset;9002245;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 Presentation;9002246;I8;EquipmentConstant;;Presentation selection;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 RTD_Element;9002247;I8;EquipmentConstant;;Sensor type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;AnalogInputChannel2 SpecialFunction;9002248;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1172 PP2-BAYD-EAM-CA-A17 EL3202-0010;ModuleAssignment;9002249;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 Connection_Technology;9002250;I8;EquipmentConstant;;Connection Technology;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 DataUnit;9002251;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 EnableFilter;9002252;Boolean;EquipmentConstant;;Enable filter for input;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 Filtertype;9002253;I8;EquipmentConstant;;Filter type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 Gain;9002254;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 Offset;9002255;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 Presentation;9002256;I8;EquipmentConstant;;Presentation selection;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 RTD_Element;9002257;I8;EquipmentConstant;;Sensor type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel1 SpecialFunction;9002258;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 Connection_Technology;9002259;I8;EquipmentConstant;;Connection Technology;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 DataUnit;9002260;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 EnableFilter;9002261;Boolean;EquipmentConstant;;Enable filter for input;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 Filtertype;9002262;I8;EquipmentConstant;;Filter type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 Gain;9002263;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 Offset;9002264;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 Presentation;9002265;I8;EquipmentConstant;;Presentation selection;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 RTD_Element;9002266;I8;EquipmentConstant;;Sensor type;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;AnalogInputChannel2 SpecialFunction;9002267;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1173 PP2-BAYD-EAM-CA-A18 EL3202-0010;ModuleAssignment;9002268;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1174 PP2-BAYD-EAM-CA-A23 EL6080;ModuleAssignment;9002269;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel1 DataUnit;9002270;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel1 Gain;9002271;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel1 Offset;9002272;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel1 SpecialFunction;9002273;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel2 DataUnit;9002274;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel2 Gain;9002275;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel2 Offset;9002276;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel2 SpecialFunction;9002277;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel3 DataUnit;9002278;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel3 Gain;9002279;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel3 Offset;9002280;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel3 SpecialFunction;9002281;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel4 DataUnit;9002282;I8;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel4 Gain;9002283;F4;EquipmentConstant;;;False
GeminiFB.DeviceService.IO.EtherCAT.D0 EtherCATMaster.D1175 PP2-BAYD-EAM-CA-A24 EL3068;AnalogInputChannel4 Offset;9002284;F4;EquipmentConstant;;;False
